Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1990,1990,3051,UNFCCC,An,397,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1991,1991,3051,UNFCCC,An,498,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1992,1992,3051,UNFCCC,An,630,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1993,1993,3051,UNFCCC,An,752,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1994,1994,3051,UNFCCC,An,859,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1995,1995,3051,UNFCCC,An,1032,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1996,1996,3051,UNFCCC,An,1234,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1997,1997,3051,UNFCCC,An,1427,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1998,1998,3051,UNFCCC,An,1706,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,1999,1999,3051,UNFCCC,An,2142,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2000,2000,3051,UNFCCC,An,2677,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2001,2001,3051,UNFCCC,An,3434,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2002,2002,3051,UNFCCC,An,4356,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2003,2003,3051,UNFCCC,An,6091,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2004,2004,3051,UNFCCC,An,7811,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2005,2005,3051,UNFCCC,An,10337,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2006,2006,3051,UNFCCC,An,12586,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2007,2007,3051,UNFCCC,An,14794,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2008,2008,3051,UNFCCC,An,15334,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2009,2009,3051,UNFCCC,An,15887,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2010,2010,3051,UNFCCC,An,15224,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2011,2011,3051,UNFCCC,An,14122,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2012,2012,3051,UNFCCC,An,14168,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2013,2013,3051,UNFCCC,An,14523,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2014,2014,3051,UNFCCC,An,15804,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2015,2015,3051,UNFCCC,An,8091,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2016,2016,3051,UNFCCC,An,8127,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2017,2017,3051,UNFCCC,An,9649,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2018,2018,3051,UNFCCC,An,8619,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2019,2019,3051,UNFCCC,An,10185,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,1126,Camels,2020,2020,3051,UNFCCC,An,9366,A,Official figure,NC/CRF/BUR
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1961,1961,3050,FAO TIER 1,An,1928788,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1962,1962,3050,FAO TIER 1,An,1968094,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1963,1963,3050,FAO TIER 1,An,1997253,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1964,1964,3050,FAO TIER 1,An,2010868,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1965,1965,3050,FAO TIER 1,An,2032227,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1966,1966,3050,FAO TIER 1,An,2087869,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1967,1967,3050,FAO TIER 1,An,2131359,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1968,1968,3050,FAO TIER 1,An,2232482,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1969,1969,3050,FAO TIER 1,An,2304252,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1970,1970,3050,FAO TIER 1,An,2320636,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1971,1971,3050,FAO TIER 1,An,2362000,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1972,1972,3050,FAO TIER 1,An,2147991,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1973,1973,3050,FAO TIER 1,An,2087608,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1974,1974,3050,FAO TIER 1,An,2040695,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1975,1975,3050,FAO TIER 1,An,2061591,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1976,1976,3050,FAO TIER 1,An,2035852,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1977,1977,3050,FAO TIER 1,An,2006820,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1978,1978,3050,FAO TIER 1,An,2020396,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1979,1979,3050,FAO TIER 1,An,2001855,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1980,1980,3050,FAO TIER 1,An,2293000,E,Estimated value,
GLE,Emissions from Livestock,156,New Zealand,5111,Stocks,960,"Cattle, dairy",1981,1981,3050,FAO TIER 1,An,2271000,E,Estimated value,
