Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1961,1961,An,400000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1962,1962,An,350000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1963,1963,An,300000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1964,1964,An,300000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1965,1965,An,300000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1966,1966,An,300000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1967,1967,An,300000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1968,1968,An,300000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1969,1969,An,300000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1970,1970,An,365000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1971,1971,An,365000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1972,1972,An,365000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1973,1973,An,350000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1974,1974,An,330000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1975,1975,An,314000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1976,1976,An,271000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1977,1977,An,270000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1978,1978,An,250000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1979,1979,An,255000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1980,1980,An,260000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1981,1981,An,270000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1982,1982,An,280000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1983,1983,An,289000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1984,1984,An,220500,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1985,1985,An,222700,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1986,1986,An,227300,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1987,1987,An,221648,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1988,1988,An,234330,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1989,1989,An,258600,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1990,1990,An,263750,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1991,1991,An,238700,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1992,1992,An,243444,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1993,1993,An,248313,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1994,1994,An,253279,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1995,1995,An,258332,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1996,1996,An,258495,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1997,1997,An,341576,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1998,1998,An,352484,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,1999,1999,An,349982,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2000,2000,An,356981,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2001,2001,An,364120,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2002,2002,An,372000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2003,2003,An,380000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2004,2004,An,388000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2005,2005,An,388000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2006,2006,An,388000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2007,2007,An,429944,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2008,2008,An,440262,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2009,2009,An,450829,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2010,2010,An,460000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2011,2011,An,468000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2012,2012,An,476000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2013,2013,An,480000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2014,2014,An,500554,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2015,2015,An,2804210,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2016,2016,An,2989288,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2017,2017,An,3186581,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2018,2018,An,3397001,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2019,2019,An,3621240,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2020,2020,An,3860282,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2021,2021,An,4115104,A,Official figure,
QCL,Crops and livestock products,39,Chad,5111,Stocks,1107,Asses,2022,2022,An,3714846,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1961,1961,ha,111000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1961,1961,100 g/ha,2703,A,Official figure,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1961,1961,t,30000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1962,1962,ha,105000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1962,1962,100 g/ha,4000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1962,1962,t,42000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1963,1963,ha,105000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1963,1963,100 g/ha,3810,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1963,1963,t,40000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1964,1964,ha,105000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1964,1964,100 g/ha,3810,A,Official figure,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1964,1964,t,40000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1965,1965,ha,102000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1965,1965,100 g/ha,4118,A,Official figure,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1965,1965,t,42000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1966,1966,ha,103000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1966,1966,100 g/ha,4369,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1966,1966,t,45000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1967,1967,ha,100000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1967,1967,100 g/ha,4200,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1967,1967,t,42000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1968,1968,ha,97000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1968,1968,100 g/ha,4124,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1968,1968,t,40000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1969,1969,ha,94815,A,Official figure,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1969,1969,100 g/ha,3902,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1969,1969,t,37000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1970,1970,ha,95000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1970,1970,100 g/ha,3684,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1970,1970,t,35000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1971,1971,ha,95000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1971,1971,100 g/ha,3789,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1971,1971,t,36000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1972,1972,ha,95000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1972,1972,100 g/ha,3895,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1972,1972,t,37000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1973,1973,ha,95000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1973,1973,100 g/ha,3684,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1973,1973,t,35000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1974,1974,ha,95000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1974,1974,100 g/ha,3895,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1974,1974,t,37000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1975,1975,ha,96000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1975,1975,100 g/ha,3958,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1975,1975,t,38000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1976,1976,ha,97000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1976,1976,100 g/ha,4124,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1976,1976,t,40000,A,Official figure,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1977,1977,ha,95000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1977,1977,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1977,1977,t,38000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1978,1978,ha,90000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1978,1978,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1978,1978,t,36000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1979,1979,ha,85000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1979,1979,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1979,1979,t,34000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1980,1980,ha,80000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1980,1980,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1980,1980,t,32000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1981,1981,ha,75000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1981,1981,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1981,1981,t,30000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1982,1982,ha,70000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1982,1982,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1982,1982,t,28000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1983,1983,ha,65000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1983,1983,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1983,1983,t,26000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1984,1984,ha,60000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1984,1984,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1984,1984,t,24000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1985,1985,ha,55000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1985,1985,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1985,1985,t,22000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1986,1986,ha,50000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5419,Yield,176,"Beans, dry",1986,1986,100 g/ha,4000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5510,Production,176,"Beans, dry",1986,1986,t,20000,E,Estimated value,
QCL,Crops and livestock products,39,Chad,5312,Area harvested,176,"Beans, dry",1987,1987,ha,47000,E,Estimated value,
